restart
# ** Note: (vsim-8009) Loading existing optimized design _opt
# Loading work.FIFO_tb_sv_unit(fast)
# Loading work.FIFO_tb(fast)
# Loading work.FIFO_if(fast)
run -all
# ----------------------------------------------------
# --------------------------------------------------------------------
# [4660000] [GEN] Send Data to Driver
# [GEN] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 30 	 dout = 0 	
# [4700000] [DRV] Apply data to DUT
# [DRV] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 30 	 dout = 0 	
# [4740000] [MON] SAMPLED DUT
# [MON] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 30 	 dout = 177 	
# [4740000] [SCO] Checking
# [SCO] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 30 	 dout = 177 	
# ----------------------------------------------------
# --------------------------------------------------------------------
# [4740000] [GEN] Send Data to Driver
# [GEN] rd = 0 	 wr = 0 	 full = 0 	 empty = 0 	 din = 157 	 dout = 0 	
# [4780000] [DRV] Apply data to DUT
# [DRV] rd = 0 	 wr = 0 	 full = 0 	 empty = 0 	 din = 157 	 dout = 0 	
# [4820000] [MON] SAMPLED DUT
# [MON] rd = 0 	 wr = 0 	 full = 0 	 empty = 1 	 din = 157 	 dout = 154 	
# [4820000] [SCO] Checking
# [SCO] rd = 0 	 wr = 0 	 full = 0 	 empty = 1 	 din = 157 	 dout = 154 	
# [SCO] READ MATCH exp=154 act=154
# ----------------------------------------------------
# --------------------------------------------------------------------
# [4820000] [GEN] Send Data to Driver
# [GEN] rd = 0 	 wr = 1 	 full = 0 	 empty = 0 	 din = 17 	 dout = 0 	
# [4860000] [DRV] Apply data to DUT
# [DRV] rd = 0 	 wr = 1 	 full = 0 	 empty = 0 	 din = 17 	 dout = 0 	
# [4900000] [MON] SAMPLED DUT
# [MON] rd = 0 	 wr = 1 	 full = 0 	 empty = 1 	 din = 17 	 dout = 154 	
# [4900000] [SCO] Checking
# [SCO] rd = 0 	 wr = 1 	 full = 0 	 empty = 1 	 din = 17 	 dout = 154 	
# [SCO] REF WRITE 17 (depth=1)
# ----------------------------------------------------
# --------------------------------------------------------------------
# [4900000] [GEN] Send Data to Driver
# [GEN] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 148 	 dout = 0 	
# [4940000] [DRV] Apply data to DUT
# [DRV] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 148 	 dout = 0 	
# [4980000] [MON] SAMPLED DUT
# [MON] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 148 	 dout = 154 	
# [4980000] [SCO] Checking
# [SCO] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 148 	 dout = 154 	
# ----------------------------------------------------
# --------------------------------------------------------------------
# [4980000] [GEN] Send Data to Driver
# [GEN] rd = 0 	 wr = 0 	 full = 0 	 empty = 0 	 din = 104 	 dout = 0 	
# [5020000] [DRV] Apply data to DUT
# [DRV] rd = 0 	 wr = 0 	 full = 0 	 empty = 0 	 din = 104 	 dout = 0 	
# [5060000] [MON] SAMPLED DUT
# [MON] rd = 0 	 wr = 0 	 full = 0 	 empty = 1 	 din = 104 	 dout = 17 	
# [5060000] [SCO] Checking
# [SCO] rd = 0 	 wr = 0 	 full = 0 	 empty = 1 	 din = 104 	 dout = 17 	
# [SCO] READ MATCH exp=17 act=17
# ----------------------------------------------------
# --------------------------------------------------------------------
# [5060000] [GEN] Send Data to Driver
# [GEN] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 239 	 dout = 0 	
# [5100000] [DRV] Apply data to DUT
# [DRV] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 239 	 dout = 0 	
# [5140000] [MON] SAMPLED DUT
# [MON] rd = 1 	 wr = 0 	 full = 0 	 empty = 1 	 din = 239 	 dout = 17 	
# [5140000] [SCO] Checking
# [SCO] rd = 1 	 wr = 0 	 full = 0 	 empty = 1 	 din = 239 	 dout = 17 	
# [SCO] INFO: Read attempted while FIFO empty
# ----------------------------------------------------
# --------------------------------------------------------------------
# [5140000] [GEN] Send Data to Driver
# [GEN] rd = 0 	 wr = 1 	 full = 0 	 empty = 0 	 din = 99 	 dout = 0 	
# [5180000] [DRV] Apply data to DUT
# [DRV] rd = 0 	 wr = 1 	 full = 0 	 empty = 0 	 din = 99 	 dout = 0 	
# [5220000] [MON] SAMPLED DUT
# [MON] rd = 0 	 wr = 1 	 full = 0 	 empty = 1 	 din = 99 	 dout = 17 	
# [5220000] [SCO] Checking
# [SCO] rd = 0 	 wr = 1 	 full = 0 	 empty = 1 	 din = 99 	 dout = 17 	
# [SCO] REF WRITE 99 (depth=1)
# ----------------------------------------------------
# --------------------------------------------------------------------
# [5220000] [GEN] Send Data to Driver
# [GEN] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 230 	 dout = 0 	
# [5260000] [DRV] Apply data to DUT
# [DRV] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 230 	 dout = 0 	
# [5300000] [MON] SAMPLED DUT
# [MON] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 230 	 dout = 17 	
# [5300000] [SCO] Checking
# [SCO] rd = 1 	 wr = 0 	 full = 0 	 empty = 0 	 din = 230 	 dout = 17 	
# ----------------------------------------------------
# ** Note: $finish    : D:/ghost/Digital/Verification/Udemy - SystemVerilog for Verification Part 2  Projects 2022-9/MINE/FIFO/FIFO_tb.sv(265)
#    Time: 5300 ns  Iteration: 4  Instance: /FIFO_tb
# 1
# Break in Task FIFO_tb_sv_unit/enviroment::test at D:/ghost/Digital/Verification/Udemy - SystemVerilog for Verification Part 2  Projects 2022-9/MINE/FIFO/FIFO_tb.sv line 265
# End time: 00:53:42 on Jan 23,2026, Elapsed time: 6:26:18
# Errors: 7, Warnings: 0
